propertyId	longitudeBefore	longitudeAfter	latitudeBefore	latitudeAfter	addressBefore	addressAfter	addressBeforeCharLength	addressAfterCharLength	addressBeforeContainsJalan	addressAfterContainsJalan	additionalRegionBefore	additionalRegionAfter	additionalRegionBeforeCharLength	additionalRegionAfterCharLength	isVenueGrouped	userId	userPropertyCount	userWrongProperty	userReviewedProperty	userCheckedProperty
535176480	106.79947724784	106.79947724784	-6.3908319309203	-6.3908319309203	Jl. Damai	Jl. Swadaya 8	9	13	yes	yes	Pancoran Mas	Pancoran Mas	12	12	yes	34469773	6	0	1	0
375483525	106.7588494	106.77123381689	-6.1683295	-6.1768984359479	Mangga	Jl. Mangga	6	10	no	yes	Duri Kepa	Duri Kepa	9	9	no	30478943	236	120	157	5
525329827	110.3912087	110.39128596693	-7.8021302	-7.8055768849758	Kusumanegara	Jl. Kusumanegara	12	16	no	yes	Yogyakarta	Umbulharjo	10	10	no	30827651	837	564	673	18
288389923	106.7250967332	106.7250967332	-6.4323769359063	-6.4323769359063	Jl. Pamegarsari	Jl. Pamegarsari	15	15	yes	yes	Parung	Parung	6	6	yes	33868790	693	188	355	60
662919143	106.89878449663	106.89878449663	-6.223625201885	-6.223625201885	Jl. Pahlawan Revolusi 	Jl. Pahlawan Revolusi 	22	22	yes	yes	Pondok Bambu	Pondok Bambu	12	12	yes	30259999	135	48	96	29
595651995	107.7813872	107.76261544701	-6.9370992	-6.9493189129177	Jatinangor	Jl. Raya Cipacing	10	17	no	yes	Jatinangor	Jatinangor	10	10	yes	37326858	114	28	65	5
503790567	106.8770908	106.94176685582	-6.2075277	-6.2917505431476	Jl. H. Mugni 3	Jl. H. Mugni III	14	16	yes	yes	Jatimekar	Jatimekar	9	9	no	34321322	901	395	568	77
362939642	106.9755726	106.9885296974	-6.2382699	-6.1508410945706	harapan indah	Jl. Harapan Indah Raya	13	22	no	yes	Harapan Indah	Harapan Indah	13	13	yes	30837468	429	238	347	71
479504851	110.43406872143	110.43346790661	-7.0290133169091	-7.0281614600099	Jl. Jangli Gabeng	Jl. Jangli Gabeng	17	17	yes	yes	Tembalang	Tembalang	9	9	yes	38221530	20	11	15	1
511488542	106.83201460839	106.83201460839	-6.2195532877627	-6.2195532877627	Jl. Rasuna Said	Jl. Rasuna Said	15	15	yes	yes	Kuningan	Kuningan	8	8	yes	33791074	120	7	93	71
797398252	106.71148641905	106.76023182062	-6.2866357903111	-6.3026971238474	Masuk lewat Gang nangka. Pinggir jl Raya Ciputat. Ir Juanda	Jl. Ciputat Raya	59	16	yes	yes	Ciputat	Ciputat	7	7	no	35256849	8	2	10	4
377052596	112.7622157	112.76236278951	-7.3028341	-7.30142410679	jl nginden	Jl. Nginden	10	11	yes	yes	Gubeng	Gubeng	6	6	no	30381673	401	272	343	45
833879877	106.87450409631	106.87450409631	-6.188320934204	-6.188320934204	Jl. Jendral Ahmad Yani 	Jl. Jendral Ahmad Yani	23	22	yes	yes	Cempaka Putih	Cempaka Putih	13	13	yes	37766842	3	0	3	2
461312978	106.61742590855	106.61742590855	-6.1744578961333	-6.1744578961333	Jl. RHM Noeradji	Jl. RHM Noeradji	16	16	yes	yes	Karawaci	Sumur Pacing, Karawaci	8	22	yes	34510856	16	9	22	0
282968589	106.9004472	106.86466069755	-6.2250138	-6.3075653368151	Raya Bogor	Jl. Raya Bogor	10	14	no	yes	Jakarta timur	Ciracas	13	7	no	37194393	117	26	54	12
270206820	106.7250967332	106.7250967332	-6.4323769359063	-6.4323769359063	Jl. Pamegarsari	Jl. Pamegarsari	15	15	yes	yes	Parung	Parung	6	6	yes	33868790	693	188	355	60
688498999	109.6823536	109.6823536	-6.8683614	-6.8683614	Jl. WR Supratman Pekalongan	Jl. WR Supratman	27	16	yes	yes	pekalongan	Panjang Wetan	10	13	no	39325443	107	46	88	1
170781849	110.4021673	110.40220737752	-7.8076105	-7.8062686296514	Gedongkuning	Jl. Gedongkuning	12	16	no	yes	Bantul	Banguntapan	6	11	no	36814490	495	269	373	2
714049562	107.6191228	107.57020172507	-6.9174639	-6.866514375079	Sariwangi green	Jl. Sariwangi	15	13	no	yes	Parongpong	Parongpong	10	10	yes	37326858	114	28	65	5
400596466	106.9004472	106.90457691571	-6.2250138	-6.2860559205316	jl pondok gede	Jl. Lubang Buaya	14	16	yes	yes	Pondok Gede	Pondok Gede	11	11	no	35685015	138	48	58	0
345020922	106.8089885	106.81237881219	-6.3379655	-6.3334869106577	ciganjur	Ciganjur	8	8	no	no	Jagakarsa	Jagakarsa	9	9	no	30603144	2300	991	1082	4
822200282	106.7942405	106.77203958694	-6.4024844	-6.435391574463	Jalan Perigi, Bedahan	Jl. Perigi	21	10	no	yes	Bedahan, Sawangan	Bedahan, Sawangan	17	17	no	34732486	1577	378	736	3
738348750	112.62767381966	112.62772427567	-8.0687097676876	-8.0653618254443	Jalan raya karangduren	Jl. Raya Karangduren	22	20	no	yes	Daerah pakisaji	Pakisaji	15	8	yes	36656774	3	0	3	0
999788941	110.3174769	110.31885019102	-7.7585819	-7.7689572579941	Sidomoyo Godean	Sidomoyo	15	8	no	no	Godean	Godean	6	6	no	38682409	671	273	350	0
543938257	106.9004472	106.88769599833	-6.2250138	-6.3702792242691	cibubur	Jl. Radar Auri	7	14	no	yes	Cibubur	Cibubur	7	7	yes	33269901	2194	1215	1568	81
241602428	110.2474787	110.25704882177	-7.832843	-7.8142210407277	Sedayu	Jl. Wates	6	9	no	yes	Sedayu	Sedayu	6	6	no	37986693	306	303	414	9
915750089	112.60088405928	112.5984808	-7.9140541631501	-7.9189849	Notojoyo	Jl. Notojoyo	8	12	no	yes	Tegalgondo	Tegalgondo	10	10	yes	37631348	18	15	20	1
625286261	106.8060388	107.1486683	-6.5971469	-6.6093199	KANTOR PEMASARAN BOGOR NIRWANA RESIDENCE ( BNR )	Jl. Transyogi	48	13	no	yes	Tanjungsari	Tanjungsari	11	11	no	33689411	5	1	1	0
731743668	112.6028753	112.6028753	-7.9883229	-7.9883229	Jl. Teboselatan gg.6 bandulan malang	Jl. Raya Tebo Selatan	36	21	yes	yes	Bandulan	Bandulan	8	8	no	30442778	100	34	49	1
787778756	112.64514326216	112.64514326216	-7.2774055756372	-7.2774055756372	Jl. Taman Puspa Raya	Jl. Taman Puspa Raya	20	20	yes	yes	Citraland	Citraland	9	9	yes	38100767	451	278	370	67
794189975	106.8340911	106.85451663677	-6.1864864	-6.147568847767	jalan trembesi kemayoran	Jl. Trembesi	24	12	yes	yes	Kemayoran	Kemayoran	9	9	yes	39629730	41	21	26	2
315746503	112.7687268135	112.79108570785	-7.3461620959856	-7.3518229501277	Jl. Raya Wadung Asri	Jl. Raya Wadung Asri	20	20	yes	yes	Waru	Waru	4	4	yes	39577785	382	102	302	128
510953423	110.4381254	110.4653362	-7.0051453	-7.0214481	Jalan Gemah Jaya Barat II	Jalan Gemah Jaya Barat II	25	25	no	no	Tembalang	Kedungmundu, Tembalang	9	22	yes	39325443	107	46	88	1
528214880	106.8473377	106.83628061087	-6.3853366	-6.383845608169	Sukma Jaya	Jl. Margonda Raya	10	17	no	yes	Sukmajaya	Sukmajaya	9	9	yes	38790772	151	40	73	9
912068227	107.75296614224	107.75296614224	-6.9247047084485	-6.9247047084485	Jl. Bina Karya	Jl. Bina Karya	14	14	yes	yes	Cileunyi	Cileunyi	8	8	yes	30819513	29	7	11	2
774588615	106.9479675	106.9479675	-6.3226595	-6.3226595	Jl. Wibawa Mukti II	Jl. Wibawa Mukti II	19	19	yes	yes	Jatiasih	Jatiasih, Jatikramat	8	20	no	38541209	351	102	160	11
140365284	106.94978132743	106.94583311576	-6.3340771332682	-6.3299823936892	Jl. Wibawa Mukti II	Jl. Wibawa Mukti II	19	19	yes	yes	Jatiasih	Jatiasih	8	8	no	34321322	901	395	568	77
865616411	106.720544061377	106.720544061377	-6.34801851838745	-6.34801851838745	jalan salak raya pondok benda	Jl. Salak Raya	29	14	yes	yes	Pondok Benda, Pamulang	Pondok Benda, Pamulang	22	22	yes	38646476	3	2	2	0
722681940	95.3237559	95.286816226367	5.5482904	5.5547645895435	jln ulele	Ule lheu	9	8	yes	no	Baiturrahman	Baiturrahman	12	12	no	32148897	153	58	61	0
262504222	112.63279367935	112.62508597285	-7.2958282334486	-7.2787818965584	Jl. Citra Land Utama	Jl. Bongso Wetan	20	16	yes	yes	Lakarsantri	Citraland	11	9	yes	30167411	343	114	159	15
518137341	107.66393886012	107.66393886012	-6.932942333254	-6.932942333254	 Jl. Sanggar Kencana 27	Jl. Sanggar Kencana 27	23	22	yes	yes	Soekarno Hatta	Soekarno Hatta	14	14	yes	35103644	42	18	42	23
205916537	112.60909431508	112.60909431508	-7.9369181423786	-7.9369181423786	Jl. MT. Haryono	Jl. MT. Haryono	15	15	yes	yes	Dinoyo	Dinoyo	6	6	yes	38808854	151	25	91	44
429987816	112.63214	112.63827459738	-8.027972	-8.0077390476295	Jl. KH. Perseh jaya bumiayu kedungkandang malang	Jl. Kyai Parseh Jaya	48	20	yes	yes	Kedung Kandang	Kedungkandang	14	13	yes	30442778	100	34	49	1
337424564	110.3789454	110.37899824446	-7.7274472	-7.7268780260849	Jl Palagan KM 7	Jl. Palagan Tentara Pelajar	15	27	yes	yes	Ngaglik	Ngaglik	7	7	yes	37176400	51	39	44	1
636175378	112.78118617475	112.78118617475	-7.3097575067085	-7.3097575067085	Jl. Dr. Ir. H. Soekarno	Jl. Dr. Ir. H. Soekarno	23	23	yes	yes	Merr	Merr	4	4	yes	37595285	158	49	115	54
389817708	106.769744	106.76931074648	-6.237621	-6.2366536530042	cileduk raya no.99	Jl. Ciledug Raya	18	16	no	yes	Kebayoran Lama	Kebayoran Lama	14	14	yes	39617176	40	6	35	13
891511338	106.7112933	106.69073930423	-6.2835218	-6.3525207379853	Jl.Raya Pasar Jengkol, Rawa kalong	Jl. Raya Pasar Jengkol	34	22	yes	yes	Rawakalong	Rawakalong	10	10	yes	34852186	8	4	4	0
464156421	106.8109553	106.8064921042	-6.4281758	-6.4399458312973	jl.raya citayam	Jl. Raya Citayam	15	16	yes	yes	depok lama	Cipayung	10	8	no	30871377	155	77	131	2
835831283	110.4393637	110.43868965701	-7.7305867	-7.7276046812642	Jalan Wedomartani	Jl. Wedomartani	17	15	no	yes	Ngemplak	Ngemplak	8	8	no	34121014	340	119	189	0
383404402	106.61742590855	106.61742590855	-6.1744578961333	-6.1744578961333	Jl. RHM Noeradji	Jl. RHM Noeradji	16	16	yes	yes	Karawaci	Karawaci	8	8	yes	39522977	16	2	15	0
887031756	106.9040446	106.9040446	-6.1987407	-6.1987407	Jln. Remaja Raya No. 2	Jl. Remaja Raya	22	15	yes	yes	Klender, Pulo Gadung	Klender, Pulo Gadung	20	20	no	39711724	3	0	1	0
429263087	110.3376643	110.3376643	-7.772881	-7.772881	Jalan Nogotirto,	Jl. Nogotirto	16	13	no	yes	Nogotirto	Gamping	9	7	no	31513609	122	39	58	0
779175657	106.7942405	106.80141982831	-6.4024844	-6.4113311761591	pasar depok	Jl. Pitara Raya	11	15	no	yes	Pancoran Mas	Pancoran Mas	12	12	yes	33269901	2194	1215	1568	81
899260896	106.6316385	106.6316385	-6.2574801	-6.2574801	Emerald selatan	Jl. Emerald Selatan	15	19	no	yes	Gading Serpong	Gading Serpong	14	14	no	38594314	750	608	656	17
658414203	110.3869782	110.3869782	-7.7335054	-7.7335054	jalan damai	Jl. Damai	11	9	yes	yes	Ngaglik, Sleman, Jogjakarta	Ngaglik	27	7	no	32831033	87	13	32	1
524141692	106.61742590855	106.61742590855	-6.1744578961333	-6.1744578961333	Jl. RHM Noeradji	Jl. RHM Noeradji	16	16	yes	yes	Karawaci	Sumur Pacing, Karawaci	8	22	yes	30112482	13	2	11	0
180943454	106.821295	106.8253255	-6.221582	-6.2246358	Jl. Prof. DR. Satrio Kav. E-4 No.6, Karet Kuningan Setiabudi, Jakarta	Jl. Prof. DR. Satrio	69	20	yes	yes	Prof. DR. Satrio - Jakarta	Karet Kuningan, Setiabudi	26	25	no	34782839	1340	1152	1307	3
763509101	106.7356075	106.73548411839	-6.3065798	-6.3067930781335	jalan haji kuming 2	Jl. H. Kuming 2	19	15	yes	yes	Kedaung, Ciputat	Kedaung, Ciputat	16	16	no	37388317	5	2	3	0
826149827	110.3936542	110.3936542	-7.7370726	-7.7370726	Jalan Kaliurang Km 8	Jl. Kaliurang	20	13	no	yes	Sinduharjo, Ngaglik	Sinduharjo, Ngaglik	19	19	no	32787065	1586	1062	1255	10
112864576	112.6324057	112.6324057	-7.2893897	-7.2893897	Jl Bukit Golf International	Jl. International Golf Road	27	27	yes	yes	Citraland	Citraland	9	9	no	39302741	222	74	192	88
179855762	107.6191228	107.58974	-6.9174639	-6.9669778	KOPO PERMAI	Jl. Kopo Permai	11	15	no	yes	Margahayu	Margahayu	9	9	yes	39891067	839	769	938	130
355016429	106.8105998	106.8405891	-6.2614927	-6.3028336	tB SIMATUPANG	Jl. TB Simatupang	13	17	no	yes	TB Simatupang	Tanjung Barat	13	13	no	37194393	117	26	54	12
241638234	110.3311698	110.33115638895	-7.7824411	-7.7820690492439	Ringroad Barat	Jl. Ringroad Barat	14	18	no	yes	Ngebel, Kasihan 	Ngebel, Kasihan 	16	16	no	34353006	519	199	287	5
706204332	110.4077506	110.41118382754	-7.7127333	-7.7074599059707	jalan kaliurang km 11	Jalan Kaliurang	21	15	yes	no	Ngaglik	Ngaglik	7	7	no	36330098	161	127	134	0
659722134	106.7008288	106.62321907064	-6.2616755	-6.21595341791	Jalan riau	Jl. Riau	10	8	no	yes	Lippo Karawaci	Lippo Karawaci	14	14	yes	38594314	750	608	656	17
603114506	109.3425039	109.27420193967	-0.0263303	-0.048859108028674	lapis pertama jalan raya kakap	Jl. Raya Sungai Kakap	30	21	yes	yes	lapis pertama jalan raya kakap 	 Sungai Kakap 	31	14	no	31201822	4899	2269	2414	2
320593755	112.6326321	112.64246435922	-7.9666204	-8.0929994403533	Jl. Krebet Senggrong no.8 Bululawang Malang	Jl. Krebet Senggrong	43	20	yes	yes	Dekat dengan pasar Bululawang	Bululawang	29	10	yes	32743731	7	6	8	0
922638757	112.7607053	112.7607053	-7.3224573	-7.3224573	Jl. Tenggilis Mejoyo Selatan	Jl. Tenggilis Mejoyo Selatan	28	28	yes	yes	Tenggilis Mejoyo	Tenggilis Mejoyo	16	16	no	39577785	382	102	302	128
599015310	106.7942405	106.79885107545	-6.4024844	-6.3905711439044	Jalan Damai 1	Jl. Damai I	13	11	no	yes	Pancoran Mas	Pancoran Mas	12	12	no	34732486	1577	378	736	3
894310064	112.5676072	112.5676072	-7.9281165	-7.9281165	Jl. Jambu Desa Gading Kulon Dau Malang	Jl. Jambu	38	9	yes	yes	Dau	Dau	3	3	no	34160815	49	22	44	0
512002307	106.7942405	106.796422892	-6.4024844	-6.4320630346745	Jalan Belimbing, Kelurahan Pasir Putih, Sawangan Depok	Jalan Belimbing	54	15	no	no	Pasir Putih, Sawangan	Pasir Putih, Sawangan	21	21	no	34732486	1577	378	736	3
207206936	112.81276208598	112.81276208598	-7.3324981851352	-7.3324981851352	Jl. Graha Gunung Anyar Tambak	Jl. Graha Gunung Anyar Tambak	29	29	yes	yes	Gunung Anyar	Gunung Anyar	12	12	yes	38728841	200	80	178	56
314596872	98.719774327509	98.719693861238	3.5664756223994	3.5664274361395	Jl. Menteng raya Gg. Benteng	Jl. Menteng Raya	28	16	yes	yes	Binjai	Binjai	6	6	no	32507597	285	193	300	60
768601930	106.68588412671	106.68588412671	-6.2520028276897	-6.2520028276897	Jl. Graha Bintaro	Jl. Graha Bintaro	17	17	yes	yes	Bintaro Jaya	Bintaro Jaya	12	12	yes	39571803	23	7	17	5
132064682	106.9755726	106.98768259469	-6.2382699	-6.1831862899255	Pejuang Raya	Jl. Raya Pejuang Jaya	12	21	no	yes	Harapan Indah	Harapan Indah	13	13	yes	36767684	46	19	36	12
748148396	106.9755726	106.97838021849	-6.2382699	-6.1890705066335	harapan indah	Jl. Harapan Indah Raya	13	22	no	yes	Harapan Indah	Harapan Indah	13	13	yes	30837468	429	238	347	71
616337847	109.3425039	109.3545221	-0.0263303	-0.0774804	Komplek Cendana Agung, Blok A6, Sungai Raya Dalam - Pontianak.	Jl. Sungai Raya Dalam	62	21	no	yes	 Komplek Cendana Agung, Blok A6, Sungai Raya Dalam - Pontianak.	Bangka Belitung Darat	63	21	yes	31201822	4899	2269	2414	2
284449964	106.8060388	106.8684773	-6.5971469	-6.4803629	mayor oking jaya atmaja	Jl. Raya Mayor Oking Jaya Atmaja	23	32	no	yes	Citeureup	Citeureup	9	9	no	35508600	8	32	34	2
362072471	106.61742590855	106.61742590855	-6.1744578961333	-6.1744578961333	Jl. RHM Noeradji	Jl. RHM Noeradji	16	16	yes	yes	Karawaci	Karawaci	8	8	yes	30516272	13	3	11	0
858304160	112.79165245184	112.79165245184	-7.3128988146262	-7.3128988146262	Jl. Raya Wonorejo Permai	Jl. Raya Wonorejo Permai	24	24	yes	yes	Rungkut	Rungkut	7	7	yes	31176241	452	256	405	94
105285469	106.7585194	106.7589885	-6.4054537	-6.4054771	Jalan Raya Muchtar	Jl. Muchtar Raya	18	16	no	yes	Sawangan 	Sawangan 	9	9	no	34732486	1577	378	736	3
509002905	106.7585194	106.7585194	-6.4054537	-6.4054537	Jalan Raya Muchtar	Jl. Muchtar Raya	18	16	no	yes	Sawangan Baru	Sawangan Baru	13	13	no	34732486	1577	378	736	3
132908571	106.7642326	106.76421918895	-6.1378475	-6.1379168376623	kapuk utara	Jl. Kapuk Utara	11	15	no	yes	Penjaringan	Penjaringan	11	11	no	35134806	1409	608	786	117
245489759	106.7112933	106.62249751098	-6.2835218	-6.2582842776057	San lorenzo	Jl. Paramount Boulevard	11	23	no	yes	Gading Serpong	Gading Serpong	14	14	yes	38594314	750	608	656	17
585605596	106.7647475	106.77350652275	-6.183459	-6.197464301599	Kebon Jeruk	Kebon Jeruk Raya	11	16	no	no	Kebon Jeruk	Kebon Jeruk	11	11	no	30478943	236	120	157	5
575278299	110.2923	110.28773798669	-7.735274	-7.7370717460361	Kurahan, Margodadi, Seyegan, Sleman, Jogja	Jl. Godean - Seyegan	42	20	no	yes	Kurahan, Margodadi, Seyegan, Sleman, Jogja 	Margodadi, Seyegan	43	18	yes	36622822	196	586	695	3
396001335	106.7617984	106.7617984	-6.2678825	-6.2678825	bintaro	Bintaro	7	7	no	no	Pesanggrahan	Pesanggrahan	12	12	no	39726624	61	20	44	10
592947536	110.3868321	110.39790396331	-7.1176239	-7.1149243144041	Jl. bima sakti raya	Jl. Bima I	19	10	yes	yes	ungaran barat	Ungaran	13	7	yes	39325443	107	46	88	1
147733769	110.4381254	110.40408007672	-7.0051453	-7.1272883813718	Ungaran	Ungaran	7	7	no	no	Gatotkaca	Gatotkaca	9	9	no	30478943	236	120	157	5
833728811	107.6777669	107.68750193862	-6.9179069	-6.8880267307285	Arcamanik	Jl. Sindanglaya	9	15	no	yes	Sindanglaya, Arcamanik, Bandung Timur	Arcamanik	37	9	yes	39412138	3	0	2	0
917328240	110.3936542	110.3936542	-7.7370726	-7.7370726	Jalan Kaliurang Km 8	Jl. Kaliurang Km. 8	20	19	no	yes	Sinduharjo, Ngaglik	Sinduharjo, Ngaglik	19	19	no	38544456	738	520	686	1
245497505	107.7584361	107.75760086417	-6.9376313	-6.9378457621557	Grand ostelo jatinangor	Jl. Raya Bandung - Sumedang	23	27	no	yes	Jatinangor	Jatinangor	10	10	yes	37326858	114	28	65	5
777283391	112.6390356	112.6599065783	-7.8768675	-7.8959069076873	Jalan Raya Klampok Singosari	Jl. Raya Klampok	28	16	no	yes	Deket musium Singhasari	Singosari	23	9	yes	36656774	3	0	3	0
458643593	106.8340911	106.8676673037	-6.1864864	-6.1765391299107	cempaka putih	Jl. Cempaka Putih Raya	13	22	no	yes	Cempaka Putih	Cempaka Putih	13	13	no	33269901	2194	1215	1568	81
616636725	106.7411559	106.74144404866	-6.3991308	-6.4312522240153	bojongsari	Duren Seribu	10	12	no	no	Sawangan	Bojongsari, Sawangan	8	20	no	37872692	410	181	268	3
780059203	110.3198455	110.33040267468	-7.8014069	-7.8001313538069	Jalan Wates	Jl. Wates	11	9	no	yes	Gamping Sleman	Gamping 	14	8	no	37221398	153	47	103	3
492565505	112.7911863	112.79117953929	-7.2605886	-7.2690767446565	Sutorejo Timur	Jl. Sutorejo Timur	14	18	no	yes	Mulyorejo	Mulyorejo	9	9	yes	39957716	73	117	157	3
959373016	106.9869014	106.9869014	-6.1834647	-6.1834647	Jl. Permata Utama	Jl. Permata Utama	17	17	yes	yes	Harapan Indah	Harapan Indah	13	13	yes	36767684	46	19	36	12
308444300	110.4062349	110.40983978892	-7.7695599	-7.768284256874	Jalan Seturan	Jl. Seturan	13	11	no	yes	Caturtunggal, Depok	Caturtunggal, Depok	19	19	no	34121014	340	119	189	0
766672286	107.0035998	107.01693307144	-6.1762375	-6.1775664512415	jl.pondok ungu permai	Jl. Pondok Ungu Permai	21	22	yes	yes	Harapan Indah	Harapan Indah	13	13	yes	38910050	3176	2753	2997	43
443796893	110.402376	110.3861097	-7.7325213	-7.7062214	Jl Palagan	Jl. Palagan Tentara Pelajar	10	27	yes	yes	Ngaglik	Ngaglik	7	7	no	30570842	16	15	19	0
916120827	110.4550292	110.4550292	-7.8234546	-7.8234546	Klenggotan	Klenggotan	10	10	no	no	Bantul	Piyungan	6	8	no	30827651	837	564	673	18
720388211	112.7895593	112.79165245184	-7.312695	-7.3128988146262	Nirwana Eksekutif, Wonorejo	Jl. Raya Wonorejo Permai	27	24	no	yes	Rungkut	Rungkut	7	7	yes	31177798	1726	798	1143	139
314073185	106.9755726	107.00394173652	-6.2382699	-6.2549357391307	Hasibuan	Jl. Hasibuan	8	12	no	yes	Margahayu	Margahayu	9	9	no	34178229	19	5	15	1
964880720	112.627612	112.62755261429	-8.0660698	-8.0660416785354	Jl. Karangduren gg.6 pakisaji malang	Jl. Raya Karangduren	36	20	yes	yes	Pakisaji	Pakisaji	8	8	yes	30442778	100	34	49	1
771368009	106.9755726	107.06474268889	-6.2382699	-6.2618501383312	jl gedung walet	Jl. Gedung Walet	15	16	yes	yes	tambun	Tambun	6	6	yes	34552743	135	53	60	0
940297560	112.7687268135	112.76997135848	-7.3461620959856	-7.3445021326003	Jl. Raya Wadung Asri	Jl. Belimbing	20	13	yes	yes	Waru	Waru	4	4	yes	39577785	382	102	302	128
197945768	106.77861893488	106.77861893488	-6.1089224644497	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	Jl. Pluit Karang Ayu B1 Utara	29	29	yes	yes	Pluit	Pluit	5	5	yes	31232245	34	23	38	7
376175806	110.402376	110.43747006693	-7.7325213	-7.7503023627121	Tajem, Maguwoharjo	Jl. Raya Tajem	18	14	no	yes	Maguwoharjo	Maguwoharjo	11	11	no	35617860	129	70	107	1
458436235	110.3219324	110.32183305998	-7.8391446	-7.8386920141478	porum gardenia	Jl. Kasongan	14	12	no	yes	Kasihan	Kasihan	7	7	yes	34822535	826	285	420	31
302120826	110.4393637	110.4393637	-7.7305867	-7.7305867	Jalan Wedomartani	Jl. Wedomartani	17	15	no	yes	Ngemplak	Ngemplak	8	8	no	34121014	340	119	189	0
988325129	112.63279367935	112.63279367935	-7.2958282334486	-7.2958282334486	Jl. Citra Land Utama	Jl. Citra Land Utama	20	20	yes	yes	Lakarsantri	Lakarsantri	11	11	yes	36643777	165	30	51	3
918877924	106.70464028434	106.70491918333	-6.0742264613266	-6.0741030535887	Jl. Raya Salembaran	Jl. Raya Salembaran	19	19	yes	yes	Pantai Indah Kapuk 2, Perbatasan Daerah Jakarta Utara	Pantai Indah Kapuk 2, Perbatasan Daerah Jakarta Utara	53	53	yes	34173364	71	10	12	0
117970349	106.8036534	106.8036534	-6.2667708	-6.2667708	Jl. Abdul Majid	Jl. Abdul Majid	15	15	yes	yes	Cipete	Cipete	6	6	no	39924310	17	4	11	4
698802463	106.99720467194	106.99720467194	-6.2605792560075	-6.2605792560075	Jl. Cut Meutia 	Jl. Cut Meutia	15	14	yes	yes	Sepanjang Jaya	Sepanjang Jaya	14	14	yes	33269901	2194	1215	1568	81
696915897	107.79871664516	107.79871664516	-6.9098645507258	-6.9098645507258	Jl. Pacuan Kuda	Jl. Pacuan Kuda	15	15	yes	yes	Tanjungsari	Tanjungsari	11	11	yes	33341728	150	82	101	12
182656590	110.3998397	110.3998397	-7.7146323	-7.7146323	Jalan Kaliurang	Jalan Kaliurang	15	15	no	no	Ngaglik	Ngaglik	7	7	no	34121014	340	119	189	0
856194136	106.7644247	106.7645427172	-6.5996544	-6.5995158493478	Jl. Cikerti Ciomas Bogor	Jl. Cikerti	24	11	yes	yes	Ciomas	Ciomas	6	6	yes	39490029	173	33	68	2
103484878	106.06385918797	106.06385918797	-6.0054266432862	-6.0054266432862	Jl. Kapten Piere Tandean	Jl. Kapten Piere Tandean	24	24	yes	yes	Panggung Rawi	Panggung Rawi	13	13	yes	39154596	1	0	1	0
466584859	106.62995316289	106.62995316289	-6.2478667675469	-6.2478667675469	Jl. Pondok Hijau Golf Raya	Jl. Pondok Hijau Golf Raya	26	26	yes	yes	Gading Serpong	Gading Serpong	14	14	yes	37881444	54	15	48	2
589930787	106.9321118	106.93614496162	-6.3385326	-6.3390022707894	Jl. Raya Pabuaran	Jl. Raya Kampung Sawah	17	22	yes	yes	Jatiranggon	Jatiranggon	11	11	yes	35651045	3	0	2	0
495858483	112.67802044095	112.67802044095	-8.1864990234759	-8.1864990234759	Jl. Panjaitan	Jl. Panjaitan	13	13	yes	yes	Turen	Talangsuko, Turen	5	17	yes	37152464	28	9	19	0
693775762	112.6400899	112.59170595834	-8.030219	-7.9151546808185	Mayjen Sungkono	Jl. Raya Wunutsari	15	18	no	yes	Kedungkandang, Kota Malang	Tegalgondo, Kedungkandang	26	25	yes	37152464	28	9	19	0
389921091	106.0111203	105.85607303909	-6.0025343	-6.1505147487738	karang bolong	Jl. Raya Karang Bolong	13	22	no	yes	anyer	Anyer	5	5	yes	31119999	46	39	58	5
882104220	106.68588412671	106.68588412671	-6.2520028276897	-6.2520028276897	Jl. Graha Bintaro	Jl. Graha Bintaro	17	17	yes	yes	Bintaro Jaya	Bintaro Jaya	12	12	yes	39571803	23	7	17	5
357397465	104.04072683305	104.0392154	1.1380773000535	1.1314153	Jalan Raja Haji Fisabilillah	Jl. Raja H. Fisabilillah	28	24	no	yes	Batam  Centre	Batam  Centre	13	13	no	39535578	15	8	11	0
516368397	107.68437090052	107.68402757777	-6.9153053710944	-6.9176059352849	JL. Cisaranten Kulon - Cicukang	Jl. Cisaranten Kulon - Cicukang	31	31	no	yes	Arcamanik	Arcamanik	9	9	yes	39628718	18	7	13	0
134225653	106.5914257	106.59456388455	-6.2645084	-6.2669292974884	Jl Diklat Pemda	Jl. Diklat Pemda	15	16	yes	yes	Gading Serpong	Legok	14	5	yes	37881444	54	15	48	2
140669530	106.82875845624	106.82875845624	-6.2146567505518	-6.2146567505518	Jl. HR. Rasuna Said	Jl. HR. Rasuna Said	19	19	yes	yes	Kuningan 	Kuningan 	9	9	yes	33577910	17	1	17	10
912059686	107.6191228	107.56982497791	-6.9174639	-6.866611667209	SARIWANGI INDAH	Jl. Sariwangi	15	13	no	yes	Parongpong	Parongpong	10	10	yes	33950155	9	2	3	0
944981531	106.7918713	106.78705761534	-6.450783	-6.4444678366254	Tugu Macan Citayam	Jl. Tugu Macan	18	14	no	yes	Citayam	Citayam	7	7	no	39593684	1809	832	1128	6
649777657	106.9479675	106.9479675	-6.3226595	-6.3226595	Jl. Wibawa Mukti II	Jl. Wibawa Mukti II	19	19	yes	yes	Jatiasih	Jatiasih	8	8	no	38541209	351	102	160	11
