propertyId	longitudeBefore	latitudeBefore	addressBefore	addressBeforeCharLength	addressBeforeContainsJalan	additionalRegionBefore	additionalRegionBeforeCharLength	isVenueGrouped	userPropertyCount	userWrongProperty	userReviewedProperty	userCheckedProperty	longitudeAfter	latitudeAfter	addressAfter	addressAfterCharLength	addressAfterContainsJalan	additionalRegionAfter	additionalRegionAfterCharLength
116393625	110.3998397	-7.7146323	Jalan Kaliurang	15	no	Sardonoharjo, Ngaglik	21	no	499	177	247	8	110.40725097783	-7.7132790230093	Jalan Kaliurang	15	no	Sardonoharjo, Ngaglik	21
657352345	106.79206007458	-6.2968497493239	Jl. Karang tengah raya	22	yes	Fatmawati	9	yes	1203	702	936	117	106.79206007458	-6.2968497493239	Jl. Lebak Bulus I	17	yes	Fatmawati	9
738075968	107.140415	-6.253307	Jln.ki.asmawi kali jaya	23	yes	Kalijaya, Cikarang Barat	24	yes	24	17	22	0	107.140415	-6.253307	Jalan Ki Asmawi	15	no	Kalijaya, Cikarang Barat	24
541785506	106.83667812766	-6.2176007331611	Jl. HR Rasuna Said	18	yes	Kuningan	8	yes	131	1	115	103	106.83667812766	-6.2176007331611	Jl. HR Rasuna Said	18	yes	Kuningan	8
101463803	111.0460407	-7.6387228	gedongan colomadu Karanganyar	29	no	Colomadu	8	no	107	61	72	0	110.79129462698	-7.533572137743	Gedongan	8	no	Colomadu	8
740599175	110.49141706243	-6.9947836929256	kp gangin bangetayu wetan	25	no	Bangetayu Wetan, Genuk	22	no	4	1	3	0	110.4923612	-6.9914399	Jalan Gangin	12	no	Bangetayu Wetan, Genuk	22
457033315	110.363255	-7.786969	Gowongan	8	no	Jetis	5	no	362	171	250	3	110.3651385	-7.784509	Gowongan	8	no	Jetis	5
736183101	112.6737856	-7.394667	sukodono	8	no	Sukodono	8	no	202	43	135	26	112.6737856	-7.394667	Jl. Raya Sukodono	17	yes	Sukodono	8
663172757	98.717960672522	3.5913472583838	Jl. Mestika	11	yes	Medan Tembung	13	no	285	193	300	60	98.7132829	3.5918184	Jl. Mestika	11	yes	Medan Tembung	13
944517393	106.6527099	-6.2023936	GADING SERPONG	14	no	Gading Serpong	14	yes	180	130	191	43	106.61242843561	-6.2466955233677	Jl. Boulevard Raya Gading Serpong	33	yes	Gading Serpong	14
170696649	110.3130087	-7.8450254	Bangunjiwo	10	no	Kasihan	7	no	968	529	710	2	110.3130087	-7.8450254	Bangunjiwo	10	no	Kasihan	7
250546957	107.65344350421	-6.9771104423657	Jl. Ciganitri	13	yes	Bojongsoang	11	yes	7	0	2	2	107.65344350421	-6.9771104423657	Jl. Ciganitri	13	yes	Bojongsoang	11
889500520	110.4496181	-7.7519387	Jalan Purwomartani	18	no	Purwomartani, Kalasan	21	no	1586	1062	1255	10	110.44901728518	-7.7502377703539	Jalan Raya Purwomartani	23	no	Purwomartani, Kalasan	21
542862985	110.4000412	-7.7099619	Sardonoharjo	12	no	Sardonoharjo, Ngaglik	21	no	968	529	710	2	110.40845260747	-7.7126836438714	Jl. Kaliurang	13	yes	Sardonoharjo, Ngaglik	21
590075755	105.8422799	-6.299225	Jalan raya labuan	17	no	labuan pandegelang	18	no	2	1	2	0	105.82701143226	-6.3889977463318	Jl. Raya Labuan	15	yes	Labuan	6
834036361	110.7912176	-7.5428074	baturan	7	no	colomadu	8	yes	153	58	93	3	110.7840151311	-7.5397207262776	Jl. Baturan	11	yes	Colomadu	8
233535374	110.38313	-7.8137068	Jl Batikan Pandeyan Umbulharjo Yogyakarta	41	yes	Jl Batikan Pandeyan Umbulharjo Yogyakarta 	42	yes	615	253	314	0	110.38313	-7.8137068	Jl. Batikan	11	yes	Pandeyan, Umbulharjo 	21
429691593	106.88101170287	-6.2230682753156	Jl. Basuki Rahmat	17	yes	Cipinang	8	yes	973	113	1168	913	106.88101170287	-6.2230682753156	Jl. Basuki Rahmat	17	yes	Cipinang	8
142477834	106.6623658	-6.3222234	Cisauk Serpong	14	no	Serpong Tangerang	17	yes	5	3	4	0	106.64665346526	-6.3302179753072	Jl. Kp. Cibogo	14	yes	Cisauk	6
652422233	106.9755726	-6.2382699	dekat stasiun cikarang	22	no	Sukatani	8	yes	2194	1215	1568	81	107.15539438466	-6.2312015606289	Jl. Raya Jagawana	17	yes	Sukatani	8
973043603	106.7344007115	-6.4277789692985	Jl. Raya Sawangan Elok	22	yes	Sawangan	8	yes	524	124	251	2	106.7344007115	-6.4277789692985	Jl. Raya Sawangan Elok	22	yes	Sawangan	8
467552483	110.402376	-7.7325213	Jalan Getsemani	15	no	Condongcatur, Depok	19	no	499	177	247	8	110.3930001963	-7.7484719470194	Jl. Getsmani	12	yes	Condongcatur, Depok	19
180374565	107.0042546	-6.1763195	jl.pondok ungu permai	21	yes	Harapan Indah	13	yes	3600	2488	2685	23	107.00862243127	-6.1737539520245	Jl. Pondok Ungu Permai	22	yes	Harapan Indah	13
628375185	112.6169743	-7.9661955	Jalan Tropodo	13	no	Waru	4	yes	426	260	309	1	112.75437172401	-7.3620467274384	Jl. Tropodo I	13	yes	Waru	4
783515782	110.402376	-7.7325213	Ngaglik	7	no	Ngaglik	7	no	1515	960	1120	3	110.4291879	-7.7029332	Sukoharjo	9	no	Ngaglik	7
750380370	110.8044762	-7.564914	Jl. Slamet Riyadi	17	yes	Purwosari	9	yes	65	20	74	24	110.79851096715	-7.5638079111625	Jl. Brigjend Slamet Riyadi	26	yes	Laweyan	7
794005421	106.81863377534	-6.1944477476229	Jl. Kebon Kacang Raya	21	yes	Tanah Abang	11	yes	1238	20	937	868	106.81863377534	-6.1944477476229	Jl. Kebon Kacang Raya	21	yes	Tanah Abang	11
833138460	107.3375791	-6.3227303	cikampek barat kabupaten karawang	33	no	Cikampek Barat	14	yes	45	68	68	0	107.45544	-6.395786	Jl. Pawarengan	14	yes	Cikampek Barat	14
340078489	106.8620891	-6.1369372	Sunter	6	no	Tanjung Priok	13	yes	95	33	58	1	106.87500661862	-6.1379612647681	Sunter	6	no	Tanjung Priok	13
864518544	106.834833739812	-6.39246893786993	maengket raya	13	no	depok 2 tengah	14	no	5	3	3	0	106.834833739812	-6.39246893786993	Jl. Maengket Raya	17	yes	Mekar Jaya, Sukmajaya	21
390581575	106.84428791534	-6.2486993892964	Jl. Raya Pasar Minggu	21	yes	Pasar Minggu	12	yes	131	1	115	103	106.84428791534	-6.2486993892964	Jl. Raya Pasar Minggu	21	yes	Pasar Minggu	12
326221031	110.3348744	-7.8773015	Jalan Bantul	12	no	Panggungharjo, Sewon 	21	no	1586	1062	1255	10	110.3555041	-7.8203117	Jalan Bantul	12	no	Panggungharjo, Sewon 	21
480126558	106.7572111	-6.5229003	Jl. Raya Parung	15	yes	Parung	6	yes	592	337	426	3	106.7250967332	-6.4323769359063	Jl. Pamegarsari	15	yes	Parung	6
458732962	107.6191228	-6.9174639	Cigadung	8	no	Setiabudi	9	yes	114	28	65	5	107.62574821737	-6.8763979327231	Jl. Cigadung Raya Barat	23	yes	Dago	4
191029798	112.7752362	-7.289993	Wisma Mukti	11	no	Sukolilo	8	yes	1	1	1	0	112.7791299	-7.295375	Jl. Klampis Anom	16	yes	Sukolilo	8
894131736	110.4000412	-7.7099619	Sardonoharjo	12	no	Ngaglik	7	no	968	529	710	2	110.40742263921	-7.7108124468404	Sardonoharjo	12	no	Ngaglik	7
792306106	110.3859913	-7.7911863	Baciro, Gondokusuman, Kota Yogyakarta	37	no	Baciro, Gondokusuman, Kota Yogyakarta	37	yes	661	279	333	0	110.3859913	-7.7903359155353	Baciro	6	no	Gondokusuman	12
945329577	106.96417529787	-6.330600542301	Jl. Raya Bojongkulur	20	yes	Bojong Kulur	12	yes	37	10	20	9	106.96417529787	-6.330600542301	Jl. Raya Bojongkulur	20	yes	Bojong Kulur	12
191715488	106.8266639	-6.3453464	srengseng sawah jagakarsa	25	no	jagakarsa, lenteng agung, ciganjur, srengseng sawah, kukusan, beji, ui, tanah baru, depok, jaksel	97	no	5413	1745	2844	15	106.82552664338	-6.3462421003789	Srengseng Sawah	15	no	Jagakarsa	9
489520386	110.3361454	-7.6736784	Medari	6	no	Sleman	6	no	837	564	673	18	110.3361454	-7.6736784	Medari	6	no	Caturharjo, Kleben 	19
877132274	107.6191228	-6.9174639	Griya Winaya Ujungberung	24	no	Ujung Berung	12	yes	292	152	200	10	107.70708361653	-6.9011219039827	Jl. Palintang	13	yes	Ujung Berung	12
366008205	106.7175669	-6.3077057	ciputat	7	no	ciputat	7	no	494	266	328	0	106.71232614114	-6.3197214818114	Jl. Ciputat Raya	16	yes	Ciputat	7
270916612	106.84168942192	-6.2240001610136	Jl. Casablanca Raya	19	yes	Kuningan	8	yes	132	1	108	50	106.84168942192	-6.2240001610136	Jl. Casablanca Raya	19	yes	Kuningan	8
382907115	110.402376	-7.7325213	Dekat MAN 1 Sleman, Dowa Bag and Factory, Polsek Godean, PKU Muhammadiyah, PONPES Krapyak	89	no	Godean	6	no	155	102	137	1	110.32090588413	-7.7653541156677	Jl. Sidomoyo	12	yes	Godean	6
960768368	110.3785438	-7.9190169	Ngetisharjo Kasihan	19	no	Kasihan	7	no	701	519	581	0	110.3411122	-7.8007541	Ngestiharjo	11	no	Kasihan	7
208680468	106.7942405	-6.4024844	Pitara Pancoran Mas Depok (dekat Mall DTC Maharaja)	51	no	Pitara, Pancoran MAS	20	no	1848	1145	1248	3	106.7994330042	-6.4131958182728	Jl. Pitara Raya	15	yes	Pitara, Pancoran MAS	20
835161017	106.7057733	-6.2364667	ciledug	7	no	Gaga	4	yes	373	245	289	7	106.7326801	-6.2388248	Jl. Taman Asri	14	yes	Gaga	4
142013734	110.2935157	-7.7487432	Jl godean -Seyegan Margoluwih Seyegan Sleman Jogja	50	yes	 Jl godean -Seyegan Margoluwih Seyegan Sleman Jogja 	52	yes	615	253	314	0	110.2935157	-7.7487432	Jl. Godean - Seyegan	20	yes	Margoluwih, Seyegan	19
402950647	110.3950052	-7.8133827	Jalan Ki Penjawi	16	no	Rejowinangun, Umbulharjo, Yogyakarta	36	no	15	7	15	1	110.39405033359	-7.8137334644681	Jl. Ki Penjawi	14	yes	Rejowinangun, Umbulharjo	24
707634119	106.6627468	-6.1879543	Jl. Kh. Hasim Ashari	20	yes	Cipondoh	8	yes	78	13	30	6	106.6627468	-6.1879543	Jl. Kh. Hasim Ashari	20	yes	Cipondoh	8
380525644	106.6527099	-6.2023936	jalan raya bsd	14	yes	BSD City	8	yes	19	22	35	10	106.6303320124	-6.2680906174739	Jl. Jendral Sudirman	20	yes	BSD City	8
532910438	106.84428791534	-6.2486993892964	Jl. Raya Pasar Minggu	21	yes	Pasar Minggu	12	yes	131	1	115	103	106.84428791534	-6.2486993892964	Jl. Raya Pasar Minggu	21	yes	Pasar Minggu	12
291986681	106.9791041	-6.1920069	jl.harapan indah	16	yes	Harapan Indah	13	yes	3600	2488	2685	23	106.97838021849	-6.1890705066335	Jl. Harapan Indah Raya	22	yes	Harapan Indah	13
945138290	107.65344350421	-6.9771104423657	Jl. Ciganitri	13	yes	Bojongsoang	11	yes	81	12	51	7	107.65344350421	-6.9771104423657	Jl. Ciganitri	13	yes	Bojongsoang	11
716005851	106.6623088	-6.1827171	Jl. Irigasi Spion	17	yes	Cipondoh	8	yes	78	13	30	6	106.6623088	-6.1827171	Jl. Irigasi Spion	17	yes	Cipondoh	8
560532476	107.9295206	-6.8383766	Jl. Pacuan Kuda	15	yes	Tanjungsari	11	yes	615	165	530	142	107.79871664516	-6.9098645507258	Jl. Pacuan Kuda	15	yes	Tanjungsari	11
130496693	110.3606701	-7.8529367	Sewon	5	no	Sewon	5	no	306	303	414	9	110.3398179	-7.8617103	Pendowoharjo	12	no	Sewon	5
367542420	110.37320060573	-7.7087960747751	Jl. Griya Taman Asri	20	yes	Ngaglik	7	yes	233	74	129	5	110.37313947985	-7.7081338100721	Jl. Griya Taman Asri	20	yes	Ngaglik	7
413663907	112.78506716865	-7.3044033354119	Jl. Galaxi Klampis Asri Selatan	31	yes	Sukolilo	8	yes	382	102	302	128	112.78506716865	-7.3044033354119	Jl. Galaxi Klampis Asri Selatan	31	yes	Sukolilo	8
185325695	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5	yes	510	35	518	314	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5
936473302	110.3654255	-7.7348782	Jongke	6	no	Sendangadi, Mlati	17	no	1515	960	1120	3	110.3654255	-7.7348782	Jongke	6	no	Sendangadi, Mlati	17
192682239	107.7813872	-6.9370992	Jatinangor	10	no	Jatinangor	10	yes	114	28	65	5	107.76261544701	-6.9493189129177	Jl. Raya Cipacing	17	yes	Jatinangor	10
952470857	107.60500495106	-6.8922373864722	Jl. Cihampelas 	15	yes	Cipaganti	9	yes	163	50	114	29	107.60500495106	-6.8922373864722	Jl. Cihampelas 	15	yes	Cipaganti	9
382601432	106.9589679	-6.1563743	ROROTAN IX	10	no	Cilincing	9	no	1	0	1	0	106.9580452201	-6.1562249625128	Jl. Rorotan IX	14	yes	Cilincing	9
238050619	107.63488417351	-6.8934135884553	CIKUTRA	7	no	Cibeunying Kaler	16	no	79	29	59	7	107.62837446641	-6.8921211059193	Jl. Cikutra	11	yes	Cibeunying Kaler	16
638117145	110.4000412	-7.7099619	Sardonoharjo	12	no	Ngaglik	7	no	924	521	651	2	110.4000412	-7.7099619	Sardonoharjo	12	no	Ngaglik	7
925821439	106.8001396	-6.2436219	Kebayoran Baru	14	no	Kebayoran Baru	14	no	151	40	73	9	106.79108536348	-6.2408739559735	Jl. Kyai Maja	13	yes	Kebayoran Baru	14
497173082	106.7112933	-6.2835218	Bintaro	7	no	Bintaro Jaya	12	yes	238	101	120	4	106.68588412671	-6.2520028276897	Jl. Graha Bintaro	17	yes	Bintaro Jaya	12
602973362	106.8664656	-6.1383768	mangga dua	10	no	Mangga Dua	10	yes	351	16	31	8	106.8269755	-6.1400943	Jl. Pangeran Jayakarta	22	yes	Mangga Dua	10
989620129	106.83667812766	-6.2176007331611	Jl. HR Rasuna Said	18	yes	Kuningan	8	yes	131	1	115	103	106.83667812766	-6.2176007331611	Jl. HR Rasuna Said	18	yes	Kuningan	8
142504768	110.41485977765	-7.0624254292191	Graha Ace	9	no	Banyumanik	10	yes	15	11	18	0	110.41431260701	-7.0620101791049	Jl. Ace	7	yes	Banyumanik	10
513793995	112.7434242	-7.3602558	Jalan Delta Raya Utara	22	no	Ngingas, Waru	13	no	84	28	48	0	112.7434242	-7.3602558	Jl. Delta Raya Utara	20	yes	Ngingas, Waru	13
224444274	115.1625784	-8.6718031	petitenget	10	no	Seminyak	8	no	229	129	144	0	115.1625784	-8.6718031	Jl. Petitenget	14	yes	Seminyak	8
994833162	110.4496181	-7.7519387	Jalan Purwomartani	18	no	Kalasan	7	no	738	520	686	1	110.45043349154	-7.74262602602	Jl. Raya Purwomartani	21	yes	Kalasan	7
247023389	108.359308415344	-7.33019954017093	Jalan rumah sakit	17	no	Kertasari	9	no	1	0	1	0	108.359308415344	-7.33019954017093	Jl. Rumah Sakit	15	yes	Kertasari	9
881955278	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	800	712	759	2	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
245780162	106.6134479	-6.2422985	Monaco	6	no	Gading Serpong	14	yes	750	608	656	17	106.61324405211	-6.2421011933116	Jl. Monaco	10	yes	Gading Serpong	14
972144617	106.84428791534	-6.2486993892964	Jl. Raya Pasar Minggu	21	yes	Pasar Minggu	12	yes	128	14	110	72	106.84428791534	-6.2486993892964	Jl. Raya Pasar Minggu	21	yes	Pasar Minggu	12
576026733	106.94964958858	-6.2047588486617	Jl. Sentra Primer Timur	23	yes	Cakung	6	yes	3	0	4	3	106.94964958858	-6.2047588486617	Jl. Sentra Primer Timur	23	yes	Cakung	6
696840682	106.9479675	-6.3226595	JL.WIBAWA MUKTI II	18	no	BEKASI SELATAN	14	yes	955	432	570	66	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
177271412	106.7883416	-6.3360895	cinere	6	no	Cinere	6	no	119	17	47	19	106.78267677456	-6.3353643950597	Jl. Cinere Raya	15	yes	Cinere	6
196284335	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	351	102	160	11	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
929650590	106.7942405	-6.4024844	Jalan Belimbing, Kelurahan Pasir Putih, Sawangan Depok (Dekat Kolam Renang Pasir Putih)	87	no	Pasir Putih, Sawangan	21	no	257	76	82	0	106.78934487731	-6.432252615202	Jl. Belimbing	13	yes	Pasir Putih, Sawangan	21
331749493	106.9755726	-6.2382699	pesona anggrek	14	no	Harapan Jaya	12	yes	75	30	57	20	106.99863499007	-6.2062939238953	Jl. Pesona Anggrek Harapan	26	yes	Harapan Jaya	12
431105933	106.7720466	-6.4107695	Bedahan Sawangan Depok (Dekat Sekolah Alam Depok)	49	no	Sawangan 	9	no	2137	1504	1675	2	106.7705874783	-6.4138400742084	Bedahan	7	no	Sawangan 	9
306222292	107.0037075	-6.1627983	Jl. mutiara gading city babelan kota bekasi utara	49	yes	Bekasi Utara	12	yes	175	63	90	16	107.01955749896	-6.1562021090152	Jl. Raya Pulo Timaha	20	yes	Babelan	7
106633212	106.9603814	-6.2930547	jl.Jati Asih	12	yes	Jati Asih	9	no	764	295	410	68	106.96166886033	-6.2936945508125	Jl. Raya Jati Asih	18	yes	Jati Asih	9
682428375	106.8207875	-6.3631747	kukusan	7	no	jagakarsa, lenteng agung,ciganjur, srengseng sawah, ui, beji, kukusan, tanah baru, depok, jaksel	96	no	5413	1745	2844	15	106.8189421402	-6.3670132718908	Kukusan	7	no	Beji	4
773484217	106.8207875	-6.3631747	kukusan	7	no	jagakarsa, lenteng agung,ciganjur, srengseng sawah, ui, beji, kukusan, tanah baru, depok, jaksel	96	no	5413	1745	2844	15	106.82101280556	-6.3636331975955	Kukusan	7	no	Beji	4
767654897	106.7335030809	-6.3999532659443	Jl.Raya Curug	13	yes	Bojongsari	10	no	10	16	22	1	106.7335030809	-6.3999532659443	Jl. Raya Curug	14	yes	Bojongsari	10
175648139	107.5762827	-6.8619144	Jl. Ciwaruga	12	yes	Parongpong	10	no	398	155	315	49	107.5762827	-6.8619144	Jl. Ciwaruga	12	yes	Parongpong	10
475558511	112.649662	-7.4786285	Tulangan Sidoarjo	17	no	Tulangan	8	yes	5	3	3	0	112.65220602813	-7.4785800159181	Jl. Raya Tulangan	17	yes	Tulangan	8
861611816	106.7942405	-6.4024844	KELAPA DUA, MARGONDA, PANCORAN MAS, CILODONG	44	no	Kelapa Dua	10	no	87	26	39	0	106.8425948483	-6.3569602973542	Kelapa Dua Raya	15	no	Kelapa Dua	10
212417394	104.0304535	1.0456264	Sagulung	8	no	Sagulung	8	no	453	198	423	207	103.95450002488	1.0448288760562	Jl. Raya Kav. Lama	18	yes	Sagulung	8
233992931	110.3785438	-7.9190169	Madukismo	9	no	Kasihan	7	no	17	1	5	0	110.34769788889	-7.833194914676	Jl. Madukismo	13	yes	Kasihan	7
749879214	110.391864	-7.79936	timoho	6	no	Umbulharjo	10	no	17	1	5	0	110.3915789037	-7.796414044451	Jl. Timoho	10	yes	Umbulharjo	10
372750534	106.773935	-6.3354482	Paradesa	8	no	Cinere	6	yes	119	17	47	19	106.77414957672	-6.3356508029206	Pondok Cabe Ilir	16	no	Pamulang, Cinere	16
898889766	107.6266329	-6.883367	cigadung	8	no	Setiabudi	9	yes	114	28	65	5	107.62574821737	-6.8763979327231	Jl. Cigadung Raya Barat	23	yes	Dago	4
157704136	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	869	432	554	9	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
646129716	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	800	712	759	2	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
244454575	106.9755726	-6.2382699	Bantar Gebang Bekasi Timur	26	no	Bekasi Timur	12	no	84	22	33	0	106.9926228	-6.3083346	Jl. Bantar Gebang	17	yes	Mustikasari	11
981269919	112.63694051653	-8.0846506944154	Jl.Raya Krebet no 8 Bululawang Malang	37	yes	Depan ponpes An-nur 2	21	yes	28	16	19	0	112.63930879948	-8.0813519898322	Jl. Raya Krebet	15	yes	Bululawang	10
535042228	106.6235567	-6.2157086	Batam 16	8	no	Cibodas	7	no	750	608	656	17	106.6235567	-6.2157086	Jl. Batam 16	12	yes	Cibodas	7
683536058	106.65601801482	-6.2415374423499	Jl. Alam Sutera Boulevard	25	yes	Serpong	7	yes	11	4	5	0	106.65601801482	-6.2415374423499	Jl. Alam Sutera Boulevard	25	yes	Serpong	7
105875662	106.8266639	-6.3453464	srengseng sawah jagakarsa	25	no	jagakarsa, lenteng agung, ciganjur, srengseng sawah, kukusan, beji, ui, tanah baru, depok, jaksel	97	no	5413	1745	2844	15	106.82423918305	-6.3462634265594	Srengseng Sawah	15	no	Jagakarsa	9
115318847	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	800	712	759	2	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
709882313	106.7588494	-6.1683295	Green Ville	11	no	Kebon Jeruk	11	yes	236	120	157	5	106.777823	-6.173252	Jl. Tanjung Duren Barat	23	yes	Kebon Jeruk	11
855928854	106.84246038944	-6.2234765548307	Jl. Casablanca Raya	19	yes	Kuningan	8	yes	190	4	178	146	106.84168942192	-6.2240001610136	Jl. Casablanca Raya	19	yes	Kuningan	8
751803300	106.8266639	-6.3453464	srengseng sawah jagakarsa	25	no	jagakarsa, lenteng agung, ciganjur, srengseng sawah, kukusan, beji, ui, tanah baru, depok, jaksel	97	no	5413	1745	2844	15	106.82413189469	-6.3462634265594	Srengseng Sawah	15	no	Jagakarsa	9
505653011	106.77317238217	-6.3495484007206	Jl. Kayu Manis Raya	19	yes	Pamulang	8	yes	119	17	47	19	106.77317238217	-6.3495484007206	Jl. Kayu Manis Raya	19	yes	Pamulang	8
238233945	106.83201460839	-6.2195532877627	Jl. Rasuna Said	15	yes	Kuningan	8	yes	131	1	115	103	106.83201460839	-6.2195532877627	Jl. Rasuna Said	15	yes	Kuningan	8
757188325	106.7851662	-6.2078734	Permata Palmerah Residence	26	no	Permata Palmerah Residence	26	yes	305	79	168	45	106.7851662	-6.2078734	Jl. Kemandoran IV	17	yes	Kebayoran Lama	14
999875731	106.85451663677	-6.147568847767	Jl. Trembesi	12	yes	Kemayoran	9	yes	128	14	110	72	106.85451663677	-6.147568847767	Jl. Trembesi	12	yes	Kemayoran	9
336090751	106.8473377	-6.2318597	TEBET	5	no	Tebet	5	no	320	189	219	11	106.85270211803	-6.2284040871144	Jl. Tebet Utara	15	yes	Tebet	5
907844815	106.7942405	-6.4024844	PANCORAN MAS, SAWANGAN	22	no	Pancoran Mas	12	no	87	26	39	0	106.79872336301	-6.3951415666682	Jl. Raya Sawangan	17	yes	Pancoran Mas	12
452893379	110.3356841	-7.8957336	Bejen	5	no	Trirenggo	9	no	362	171	250	3	110.3356841	-7.8957336	Bejen	5	no	Trirenggo	9
931720056	115.2126293	-8.6704582	bikini	6	no	Padangsambian Klod	18	no	154	115	121	1	115.1840135	-8.6734783	Jl. Bikini	10	yes	Padangsambian Klod	18
263577464	106.6307698649	-6.1989814638006	Jl. Mh Thamrin	14	yes	Cikokol	7	yes	45	11	38	11	106.6307698649	-6.1989814638006	Jl. Mh Thamrin	14	yes	Cikokol	7
697062511	106.7420513	-6.4050067	Duren Seribu, Depok (dekat Mc Donald Bojongsari dan Ramayana Parung)	68	no	Bojongsari	10	no	2278	1541	1695	4	106.74440520741	-6.4345785447119	Duren Seribu	12	no	Bojongsari	10
552031534	106.8266639	-6.3453464	srengseng sawah jagakarsa	25	no	jagakarsa, lenteng agung, ciganjur, srengseng sawah, kukusan, beji, ui, tanah baru, depok, jaksel	97	no	5413	1745	2844	15	106.82460396348	-6.3462314372883	Srengseng Sawah	15	no	 Jagakarsa	10
296823443	112.73913786073	-7.2629186868913	Jl. Jendral Basuki Rachmat	26	yes	Tegalsari	9	yes	290	94	222	103	112.73913786073	-7.2629186868913	Jl. Jendral Basuki Rachmat	26	yes	Tegalsari	9
560549123	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	195	78	103	4	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
485360574	110.402376	-7.7325213	Jalan Getsemani	15	no	Condongcatur, Depok	19	no	183	47	94	1	110.39287376768	-7.7482755033187	Jl. Getsmani	12	yes	Condongcatur, Depok	19
815644803	107.65344350421	-6.9771104423657	Jl. Ciganitri	13	yes	Bojongsoang	11	yes	81	12	51	7	107.65344350421	-6.9771104423657	Jl. Ciganitri	13	yes	Bojongsoang	11
237452253	106.9755726	-6.2382699	Jl. Permata Pekayon Jaya	24	yes	Pekayon Jaya	12	no	19	5	15	1	106.9862039	-6.2608699	Jl. Permata	11	yes	Pekayon Jaya	12
638581878	107.4913581	-6.9172012	Jl. Raya Batujajar	18	yes	Batujajar	9	no	615	165	530	142	107.4996436	-6.91305	Jalan Raya Batujajar	20	no	Batujajar Timur	15
990999758	107.5975259	-6.9606375	Galuh Pakuan	12	no	Bandung Selatan	15	yes	185	90	185	63	107.59868977542	-6.9571009522983	Jl. Cibaduyut Raya	18	yes	Cibaduyut	9
867954463	106.81634630573	-6.196034245825	Jl. Kebon Melati	16	yes	Tanah Abang	11	yes	52	1	36	28	106.81634630573	-6.196034245825	Jl. Kebon Melati	16	yes	Tanah Abang	11
925571274	106.9755726	-6.2382699	Tarumajaya	10	no	Harapan Indah	13	no	91	76	87	6	106.99321023652	-6.1504203250466	Jl. Taruma Jaya	15	yes	Harapan Indah	13
585721417	106.8207875	-6.3631747	kukusan	7	no	jagakarsa, lenteng agung,ciganjur, srengseng sawah, ui, beji, kukusan, tanah baru, depok, jaksel	96	no	5413	1745	2844	15	106.81881339417	-6.363771813067	Kukusan	7	no	Beji	4
633650080	106.7572111	-6.5229003	Jalan Raya Parung	17	no	Parung	6	yes	465	90	122	0	106.73472345962	-6.4359122164707	Jalan Raya Parung	17	no	Parung	6
632777059	106.8266639	-6.3453464	srengseng sawah jagakarsa	25	no	jagakarsa, lenteng agung, ciganjur, srengseng sawah, kukusan, beji, ui, tanah baru, depok, jaksel	97	no	5413	1745	2844	15	106.82415335236	-6.3462421003789	Srengseng Sawah	15	no	 Jagakarsa	10
906059324	106.956973	-6.292646	jalan wibawa mukti 2	20	yes	Bekasi Selatan	14	yes	195	78	103	4	106.94431611651	-6.3154466755885	Jl. Wibawa Mukti II	19	yes	Jatiasih	8
175997112	106.69406577722	-6.1466974989549	Jl. Peta Barat	14	yes	Kalideres	9	yes	45	11	38	11	106.7015110217	-6.13482157395	Jl. Citra 2 Ext	15	yes	Kalideres	9
861420752	106.8266639	-6.3453464	srengseng sawah jagakarsa	25	no	jagakarsa, lenteng agung, ciganjur, srengseng sawah, kukusan, beji, ui, tanah baru, depok, jaksel	97	no	5413	1745	2844	15	106.82501165925	-6.3460714909029	Jl. Srengseng Sawah	19	yes	Jagakarsa	9
452911830	108.6179422	-7.0133522	Jl Raya Luragung	16	yes	Luragung	8	no	2	0	2	0	108.64318368354	-7.0189115001977	Jl. Raya Luragung	17	yes	Luragung Landeuh	16
